sentence	label
내 메탈 코어 플레이리스트에 문 리버를 추가 해주세요	0
La Cienega의 일기 예보는 어떻습니까	2
로빈 후드와 존 메이어의 헤리 포드 감독	3
Itunes에서 50 년대 앨범을 재생합니다.	3
Carnot의 Newport Creamery에서 식사하자	1
Terrorists : The Kids They Sentenced TV 쇼를 어디에서 볼 수 있습니까?	5
CO에서 1 분만에 Tavern on the Green에서 예약	1
Phineas Redux의 예고편은 어디에서 볼 수 있습니까?	5
루이지애나 블루스의 연주	3
50 년대부터 파파 말리의 노래를 듣고 싶어	3
I want to add un jour dans notre vie to my list running to rock 170 to 190 bpm	0
커스틴 모리스와 I를 위해 주차장이있는 레스토랑을 예약하세요.	1
Add Zos Kia Cultus to the This Is Philip Glass playlist.	0
이 트랙을 대체 경로에 추가	0
Put King of America onto the playlist with the title a sudden rainstorm	0
I want to watch Looney Tunes Platinum Collection: Volume 1 at a movie theatre	6
Rate my current novel one stars	4
이 노래를 내 llegando a casa 재생 목록에 추가하십시오	0
Star Trek : Starfleet Academy Starship Bridge Simulator라는 쇼를 찾으십시오.	5
플레이리스트는 mozart add Nana Mizuki Live Fighter -Blue x Red Side-	0
쇼 Demi-Gods and Semi-Devils 찾기	5
사진 찾기 JBoss Enterprise SOA Platform	5
지금부터 1 분 안에 3 명이 앉을 수있는 최고급 레스토랑이 정말 필요 해요.	1
Add Happy Holidays to my playlist called it's ok to like jazz	0
show nearest movie theatre to watch Black Jesus	6
Mulvane에서 멋진 식당을 찾아 줘.	1
동네에서 영화가 몇 시니	6
지금부터 Nimba 산 Strict Nature Reserve의 날씨는 어떻습니까?	2
Will it get chillier in Furano-Ashibetsu Prefectural Natural Park?	2
The Fickle이 가장 가까운 영화관에서 상영하는 시간을 알려주세요	6
I'm hoping to find a table for six at a pub on jul. 19, 2029.	1
find the game A Russian Beauty and Other Stories 	5
add the tune to my viajes playlist	0
Burn the Sky Down 앨범 찾기	5
Spotify에서 모든 음악 재생	3
오전 02:55:25 인도 날씨는 어떻습니까?	2
오전 2시에 Niue의 일기 예보는 어떻습니까?	2
나는 게임 기타 천국을하고 싶다 ... 역대 최고의 기타 클래식	5
오늘 AK Mission Bay에 바람이 불까요?	2
카페테리아에서 크레 탄을 먹고 싶은데 예약이 필요한 사람이 8 명 있어요.	1
Play Crazy=genius by The Alchemist	3
리어 미러 사가를 찾아주세요.	5
가까운 극장에서 10 편의 영화 스케줄에 어떤 영화가 있는지	6
내 겨울 플레이리스트에 카네기 홀에 직접 올려 줄래?	0
Rate the Beyond This Place chronicle three of 6	4
1995 년부터 톱 10 발라드를 연주하다	3
Is it windy in June Park?	2
"Mellowed Out Gaming 재생 목록에 ""Chirping""크리켓 추가"	0
이제 언약의 삶에서 더 따뜻해 질까요	2
The Phoenix Project는 몇시에 재생됩니까?	6
Six string peaceness 재생 목록에 앨범 추가	0
현재 사가 별 6 개 중 4 개 평가	4
add francesco de gregori to gayle's Women who Dj playlist	0
1 인용 춘권을 제공하는 churrascaria 레스토랑을 예약하세요.	1
오늘 TV 쇼 The Prodigal Wife가 나오나요?	5
패티, 헤스터 리처드슨, 카밀을위한 보스니아 헤르체고비나 챕터 1 예약	1
I need to book the Fashion Cafe for meal in Lavina	1
East Sonora 카타르에 대한 예측은 어떻습니까	2
play Lastfm pop tunes	3
옛날 옛적에 서양에서 찾기	5
책 A Brief History of Chinese Fiction 0 6 점 만점에 평가	4
I want to see the trailer Amor Puro	5
Itunes를 사용하여 1986 년부터 플레이 해보세요	3
Groove Shark의 운동 재생 목록에서 노래 재생	3
Busta Rhymes의 노래 재생	3
add this gisela song to my dancehall official	0
그녀는 원숭이 찾기	5
Metal xplorer 재생 목록에 Dean Martin 트랙 추가	0
샹송 스타일의 음악을 틀어보세요.	3
Main-Travelled Roads 시리즈에 6 점 만점에 0 점을 줄 것입니다.	4
I'd like to reserve a table in Northcote.	1
Book a bar with a pool in Mountain Iron.	1
Find A World Apart.	5
I wish to listen to some instrumental music.	3
play some music from the thirties	3
I want to read the book The Minotaur	5
The current series deserves three stars. 	4
I want to give this textbook 3 out of 6 points	4
7 월 20 일에 그린빈 캐서롤을 제공하는 애리조나 레이 타운의 푸드 코트를 예약하세요.	1
3 월 예약을 찾으세요. 모든 레스토랑에서 Winnie 20 위	1
내 Assassin 's Creed에 sonntag 추가	0
Rate The Autobiography of Alice B. Toklas 1 out of 6 stars	4
토마스 제퍼슨 탄생일에 9 인 파티를 위해 레스토랑을 예약해야합니다.	1
Add the album to the top 100 country tracks on spotify playlist.	0
지금 Crocker Indiana에서 3 인용 티롤 레스토랑을 예약하세요.	1
play dj kentaro from the year 1994	3
table for 4 in Sparks	1
Add I Almost Lost My Mind to my bossa nova dinner playlist. 	0
Rate this chronicle 0	4
여기 주변에 어떤 애니메이션 영화가 있는지	6
I want to add something by Jarvis Cocker to my rock español playlist	0
Find the song called International Journal of Bilingualism	5
show me a textbook with a rating of 2 and a maximum rating of 6 that is current	4
at two am, I need reservations for my friends and I at Irma Hotel.	1
Hands Across the Border가 영화관에 언제 놓 일지 알려주세요.	6
Bow Tie Cinemas에서 Jappeloup 일정을 확인하세요.	6
Add Jermaine Fagan to spring music	0
Add brian larsen to my digster sleep	0
Sandeep Khare의 Ciribiribin 재생	3
Baby-Sittor 책은 어디서 구입하나요?	5
제랄딘의 집 근처 1 인용 자리 예약	1
Play my Femme Fatale playlist on Vimeo	3
Vertexguy 트랙 듣기	3
로버트 월터의 20 년대 교향곡 연주	3
Monument of Lihula의 일기 예보는 무엇입니까?	2
7 월에 2 인용으로 높은 등급의 푸드 코트를 예약하세요. 4 일.	1
Will there be snowfall at six pm in Leisure Knoll California	2
내 novedades viernes sudamérica 재생 목록에 Tony Rombola 넣어	0
The Music of Nashville : Season 3 saga를 찾고 있습니다.	5
Rate this album 2 stars	4
Give Souls in Metal four out of 6 points	4
the stars for this are 4 for a textbook	4
가장 가까운 영화관에서 어떤 애니메이션 영화를 상영하나요?	6
부리 토 먹을 수있는 식당 예약 해줘	1
오늘 영화 스케줄 보여줘.	6
add shahrum kashani to my Country Hits	0
Is Fighting With Buffalo Bill playing at the closest movie house	6
Newburyport New Caledonia의 따뜻한 예보는 무엇입니까	2
National Amusements의 영화 일정이 어떻게 돼	6
I want to give The Nightmare Fair five stars and a rating of 6	4
Add artist Matt Noveskey to journey	0
Pugu Hills Forest Reserve의 지금부터 1 초 후 날씨는 어떻습니까?	2
Is it colder faraway from my current spot?	2
내 메탈 플레이리스트에 jennie, jennie 추가	0
이 소설은 5 점	4
What's the weather going to be in 7 hours in FM	2
세인트 헬레나 일기 예보에 눈보라가 있습니까?	2
lina의 웨딩 클래식 플레이리스트에 Chamillionaire 트랙 추가	0
I would like to add something by Kuk Harrell to my Hip Hop 2017 New School playlist	0
내 rockin '재생 목록에 Run Rudolph Run 추가	0
나는이 앨범을 1 점 평가할 것이다	4
크리퍼를 찾으십시오.	5
Global Clubbing : The Netherlands를 찾으십시오.	5
What's the weather like in the Dana Biosphere Reserve six years from now	2
Give this novel two points	4
최고의 SF 스토리 및 소설 : 9 시리즈 5 점	4
Regal Entertainment Group의 The Singing Nun입니다	6
Put a track by Ricky Martin into my 70s smash hits playlist.	0
Rate this novel 1 points.	4
I want to add george formby, jr to the family favorites playlist	0
Fine movie schedules for Speakeasy Theaters.	6
when are animated movies playing at Goodrich Quality Theaters	6
1986 년 Jim Root 재생 해줘	3
그림 RSS 추적은 어디에서 찾을 수 있습니까?	5
rate the current book zero of 6 points	4
What is the weather here	2
give one point to Compendium of Analytical Nomenclature	4
로이스 톤되기	5
내 현재 장소에 눈보라가 듭니까?	2
Play the top symphony music from Ejigayehu Shibabaw	3
Dave Joyal 재생	3
오늘 테네시 주 브룩에 눈보라가 예상됩니까?	2
Shirley aviatrice의 작품을 가져 오세요.	5
나는 가축화 과정에서 동물과 식물의 변형을 0으로 평가합니다.	4
Alamo Drafthouse Cinema의 영화 시간은 오후 10시 37 분입니다.	6
I'd like to eat at a restaurant one minute from now that's highly rated	1
이 노래를 내 Classical Dance Music Ballet & Beyond 목록에 추가	0
크론 도르로의 귀환을 찾으십시오.	5
Search for Big Ideas painting	5
이 peter iwers 앨범을 내 ntc gym strong에 추가	0
Where can I view the photograph Dinosaur from the Deep?	5
Can you put freddie freeloader on the playlist instrumental madness	0
가장 가까운 영화관에서 The Band of Honest Men 일정을 찾아보세요.	6
Fernando Olvera 플레이	3
What is the movies playing at North American Cinemas	6
TV 시리즈 BET Awards 2013 재생	5
이제 내 재생 목록에 모두 추가해 펑크 록으로가는 길	0
I give Life During Wartime a one out of 6.	4
Rainbow Lakes에서 1 인용으로 높은 평점을받은 레스토랑을 예약하세요.	1
I want to rate Hostile Waters chronicle book with five out of 6	4
맷 몬로 새 앨범 내 진정 음악에 추가	0
Marcus Corporation에서 상영중인 영화는 무엇입니까?	6
가장 가까운 Rogues and Romance가있는 영화관 찾기	6
따뜻한 기온에 대한 테네시의 일기 예보는 어떻습니까	2
우크라이나 펍 예약 미네 이로 제공	1
I would like to book a fry sauce bar for jul. 3, 2019	1
Mew 싱글 게임 목록을받을 수 있나요?	5
Eucalyptus Hills에서 10 인용 테이블을 예약하세요.	1
40 년대 음악, 가급적 교향곡을 연주 할 수 있습니까?	3
여기 주변의 영화 스케줄을 보여 주시겠습니까?	6
Show me movie times for animated movies playing three hours from now in the neighbourhood.	6
오전 09:04:38에 탄자니아 Mascoutah의 날씨는 어떻습니까?	2
창의적인 비디오 게임 이름 Foros Timis Ston Greco 표시	5
캐리비안 블루 TV 쇼 보여줘	5
Tsūzetsu와 함께 내 Mac 'n 치즈 재생 목록에 추가	0
Altai Tavan Bogd National Park의 지난 5 월 날씨는 어땠습니까?	2
좋은 아내 찾기	5
Workday – Pop 재생 목록에 아티스트 Nadine의 작품을 추가하고 싶습니다.	0
Copper라는 사가에 대한 링크를 줘 – Justice is brutal	5
find the photograph Hearts Burst into Fire	5
구원이라는 게임을 찾아주세요.	5
Bethany Beach 예보는 무엇입니까	2
이 현재 교과서에 4 점을주고 싶습니다.	4
add the album the martin garrix show to my playlist	0
양장점을 찾으십시오.	5
I want to find a book called Cash-Cash	5
I'd like to watch Wish You Were Dead	6
Othappu라는 제목의이 책에 0 점을주세요	4
재생 iheart의 Chico Buarque에서 믿습니다.	3
오후 3시에 MP에서 담요를 입은 돼지와 함께 레스토랑을 예약하십시오.	1
내 재생 목록에 Iris DeMent를 추가하십시오. 이것은 셀레나입니다.	0
지금부터 1 시간 후 Big Thicket National Preserve의 일기 예보를 알려주세요.	2
내가 읽고 싶은 소설, Back for Good 찾기	5
The White Goddess 2 of 6을 평가하세요.	4
내 té para tres 목록을 위해 cut the world 추가	0
Luke Haines의 70 년대 노래를 YouTube에서 재생 해보세요.	3
가장 가까운 영화관에서 상영중인 영화	6
I want to get reservations at a place close by for 6 people to eat in SC.	1
Spotify에서 음악을 듣고 싶어	3
Zachary에 대한 예보가 필요해	2
조지아에서 흐리나요	2
20:45:24의 영화 일정을 찾으세요.	6
book a gastropub serves waffle for 8	1
Barberville에 비가 올까요	2
게임의 창의력을 보여주세요	5
Sign of the Anchor의 상영 시간을 알려주세요.	6
현대 종교 사탄주의는 3 점을 받았습니다.	4
지금부터 5 주 후 모네타 날씨는 어떻습니까?	2
what is the close by Greenland forecast	2
Show An Actress for the newest album.	5
Rate An Act of Terror 2 stars.	4
호주 사가에서 Cardin을 검색하세요	5
Buddy Tate를 추가하여 Aftercluv 목록으로 춤추 기	0
프레이저 보이의 음악을 틀어주세요.	3
내 Chill Vibes 재생 목록에 Ray Noble을 추가합니다.	0
내 재생 목록에 음악을 추가해 공원에서 피크닉	0
book a brasserie for one	1
Zapata 주변에 4 인용 레스토랑을 예약하고 싶습니다.	1
나는 The Savage Mind에 6 점 만점에 0 점을 부여합니다.	4
Sunnybrook의 레스토랑을 7 명으로 예약해야합니다	1
높은 등급의 인도 브라 세리에서 오전 7시에 Yeager에서 예약하십시오.	1
이 소설에 6 점 중 5 점을 줘	4
지금부터 43 일 후 금요일에 먹자	1
play the best album from the seventies	3
티아의 집과 같은 지역에있는 높은 등급의 피자 가게를 예약하고 싶습니다	1
10 월 26 일 여기에 우울증이 있을까요?	2
이 책에 6 점 만점에 3 점을 부여하십시오.	4
Robin Trower Unravel 재생	3
This Is Earth, Wind & Fire에 아티스트 Fabri Fibra 추가	0
Holiday KS에서 City Tavern을 예약하세요.	1
Soul Revived 재생 목록에 아티스트 gougoush 추가	0
Futuros Hits라는 내 재생 목록에 joshua radin 추가	0
영화관에서 브루클린의 마지막 출구가 몇시입니까?	6
GA의 2025 년 1 월 2 일 날씨는 어떻습니까?	2
maritza의 디스코 열풍 목록에 패트릭 그루터기 추가	0
이 현재의 무용담에서는 가능한 6 점 중 5 점을줍니다.	4
현재 교과서에 별 6 개 중 하나를 평가하세요.	4
Remember the City nets five out of 6.	4
19:44:58에 양배추 샐러드를 제공하는 빵집 좌석을 예약하려고합니다.	1
촬영 3 일 전 ... 별 6 개 중 1 개	4
여기에 대한 일기 예보를 줘	2
find 300 : March to Glory, 노래	5
내 이것은 동물 집단입니다.	0
스리랑카의 날씨는 어떻습니까	2
이 곡을 내 Rock This에 추가	0
팀보의 날씨는 어떻습니까?	2
복수의 천사인가 – 오전 6시에 영화관에서 상영하는 여성 햄릿	6
오두막 TV 시리즈에서 찾기	5
사냥꾼의 밤의 창의력을 발휘하다	5
내 Love Hurts 재생 목록에이 노래 추가	0
The Life and Loves of a She-Devil 2 개의 별을 평가하세요.	4
모든 잘못된 이유에 대해 어떻게 생겼습니까?	5
내 강렬한 공부에 떨어지는 별 추가	0
마을과 가까운 존 로스 하우스 레스토랑	1
find the album Smoke and Mirrors	5
6 월 21 일 남아공 Apshawa에서 춥습니까?	2
메리 크리스마스라는 사진을 찾고 있습니다.	5
이전 앨범 평가 6 점 만점에 0 점	4
Three Points에서 레스토랑 예약	1
내 여자 친구와 나는 웨스트 버지니아의 개 스트로 펍에서 트러 페이드를 위해 예약	1
셀틱 음악 재생	3
Boyish Story 찾기	5
현재 소설에 4 점을줍니다.	4
내일 모레 내 현재 자리의 날씨는 어때	2
Michael Angelo Batio 플레이	3
Add the avispa track to my Bass Gaming playlist.	0
8 인용 레스토랑에서 아침 식사를 예약하십시오.	1
rapcaviar에 트랙 추가	0
가장 가까운 영화관의 영화 상영 시간을 알 수 있나요?	6
망자의 집의 창의력을 보여	5
The Toll of the Sea 경기는 몇시입니까?	6
The Gathering Storm TV 시리즈를보고 싶습니다.	5
John Winston Ono Lennon 경의 Ann 님의 목록에 음악을 보내 그녀의 Infinite Indie Folk 목록에 추가하고 싶습니다.	0
give four out of 6 stars for this chronicle	4
Malco Theatres에서 볼 수있는 애니메이션 영화	6
Chrisman이 더워 질까요?	2
내 R & B Movement 재생 목록에 노래를 추가합니다.	0
이 곡을 내 마음에 드는 재생 목록에 넣어	0
허니 서클 로즈를 상영하는 가장 가까운 영화관이 어디예요	6
내 Electro Latino 재생 목록에 아티스트 Todd Snider 추가	0
방글라데시 Grisdale의 날씨는 어떻습니까?	2
내 스트리트 댄스 재생 목록에 tolmatschowa schwestern 추가	0
허드 섬과 맥도날드 섬에있는 술집에 4 인용 테이블이 필요해	1
Sturgis 2006의 Live가 가장 가까운 영화관에서 4시에 상영됩니까?	6
내 아이튠즈에서 20 대 음악 틀어 줘	3
Epic Gaming 플레이리스트에 세계의 심장부를 추가하세요	0
Lastfm에서 음악 재생	3
Kepler 과학 워크 플로우 시스템을 찾고	5
현재 소설 별 5 개 평가	4
조르지오 모로더의 발라드 연주	3
Just Dance Greatest Hits 게임 찾기	5
동네에서 상영하는 애니메이션 영화의 스케줄을 보여주세요.	6
The Street에 5 점을주세요.	4
내 Disco Forever 재생 목록에는 sawai gandharva의 앨범이 필요합니다.	0
Helen Baylor를 듣고 싶습니다	3
2008 년 겨울 히트 곡을 ntc 스튜디오 사운드 재생 목록에 추가해주세요.	0
브로큰 찾기	6
CARÁCTER LATINO라는 내 재생 목록에 나와 함께 라이브를 넣어주세요	0
영화 Godslayer보고 싶어	5
내 라틴 재즈 재생 목록에 새 페이지를 넣으십시오.	0
Bill Cosby의 예고편 찾기 Cosnarati : State of Emergency	5
Ricky Bell의 심포니 연주	3
3 월 예보는 어때? 테네시 주 프리 슬란 트 8 위	2
Play the last sound track by Soko from around 1975	3
이 교과서에 별 4 개를주세요	4
What's the weather in Stamps	2
Sontha Ooru가 연주하는 시간은?	6
샐러드가있는 바에서 5 인용 테이블을 준비 해줘	1
Elkie Brooks 70 년대 사운드 트랙 재생	3
Ayumi Hamasaki Arena Tour 2009 A Next Level을 Música Libre 재생 목록에 통합하십시오.	0
NE에있는 Dunbrody Country House Hotel을 8 인용으로 예약하세요.	1
오늘의 Jacksonville Daily Progress의 첫 페이지에서 사진 사본을 어디에서 구입할 수 있습니까?	5
이 교과서에 6 점 만점에 0 점을주고 싶습니다	4
오후 8시에 Overton의 날씨는 어떻습니까?	2
내 Texas Red Dirt 재생 목록에 아티스트 추가	0
현재 책 평가 6 점 중 1 점	4
my colleagues and I would like a restaurant in Snow Lake	1
A Box of Birds 트레일러 재생	5
베로나에서 6 인용 테이블을 예약하세요.	1
Brian Robertson의 This Is The Day를 플레이하세요.	3
Loved by Thousands의 공연 일정	5
rate The Tom Thomson Mystery 1 stars	4
이 트랙을 선택자 재생 목록에 넣을 수 있습니까?	0
Put say it ain’t so into my Trap Land playlist. 	0
Myths of the Hindus & Buddhists에 6 점 중 5 점 제공	4
가장 가까운 영화관에 어떤 종류의 영화가 있는지	6
여기서 일기 예보는 무엇입니까?	2
Rate the At the Villa Rose series 3 of 6	4
다음 책은 두 권의 가치가있다	4
라틴 디너 재생	3
Rock Party에이 노래 추가	0
Port Costa FM의 날씨는 어떻습니까? 안개가 끼겠습니까?	2
Rate Human Capital Supply Chain four of 6 points	4
일리노이의 23 번 메종 파르 테 나이-페로 II에서 테이블을 예약하세요.	1
2010 년의 기록을 재생합니다.	3
Cineplex Odeon Corporation의 영화 일정을 알려주세요.	6
Power Walk 재생 목록에 Come on a cone 추가	0
257 일 후 Cannon Ball의 날씨는 어떻습니까?	2
I have to give this current essay a rating of three	4
나탈리 맥 마스터의 곡을 내 비아 제스 재생 목록에 추가 할 수 있습니까?	0
NH에서 가까운 식당에서 2 인 파티 예약 해줘	1
내 신스 팝에 호기심 많은 호르헤 추가	0
Rate this essay four out of 6	4
Sankha Chatterjee의 톱 10을 플레이하십시오.	3
Hardesty에서 공동으로 예약 해줘	1
Bonaire에서 7 인용 순 다식을 제공하는 레스토랑을 예약해야합니다.	1
지옥의 삶 영화 재생	5
Weather for six am in SC	2
add this artist to the This Is Dirty Projectors playlist	0
백그라운드에서 피아노 재생 목록에 수건에 대한 노래라는 이름을 추가합니다.	0
Alain Caron의 80 년대 상위 50 대 테마 재생	3
The Agent of Death를 별 6 개 중 5 개로 평가하세요.	4
영화관에서 Old Enough는 언제 상영됩니까?	6
Haunted Honeymoon을 상영하는 극장	6
이 앨범을 becky의 무한 인디 포크 플레이리스트에 넣어	0
내 생각에 History by Contract라는 책은 별 5 개를 받았다.	4
영화 시간으로 동네에서 영화 찾기	6
내가 작품을 찾을 수 있도록 도와주세요 Unite and Win	5
Netflix를 사용하여 음악 재생	3
이 현재 사가의 별 0 개	4
find the movie Shake Your Spirit	5
영화 Haunted Spooks 보여줘	5
나는 달라스의 살아있는 죽은 자에게 0 점을 줄 것이다.	4
5 인용 갈비뼈를 제공하는 바를 예약하십시오.	1
TX에서 멀리 떨어진 일기 예보를 말해줘	2
Search for Chasing Fortune a TV series.	5
쿠바는 흐리나요?	2
Weather for 9/3/2034 at Bridle Trails State Park	2
뉴 멕시코의 한 술집에서 여덟 자리 예약	1
Fast Food Nation의 사운드 트랙을 찾을 수 있습니까?	5
이 교과서 평가 1/6	4
탱고를 연주하십시오.	3
1 시간 14 초 동안 Bad Branch Falls State Nature Preserve에 대한 예보는 어떻습니까?	2
Adrian의 치즈 스테이크를 제공하는 레스토랑 예약	1
find a show called The Paper Route	5
The Warrior Prophet 3 개 별 6 개를 평가하세요.	4
이전 에세이는 가능한 별 6 개 중 0 개를 얻습니다.	4
8 월 16 일 파나마 제 너스가 따뜻할까요?	2
listen to ballad songs from the twenties	3
The Boys Next Door는 언제 가장 가까운 영화관에서 상영됩니까?	6
40 대의 마지막 노래를 연주하다	3
Willow River State Park의 날씨는 어떻습니까?	2
그녀를 사랑하는 데 사용되는 플레이는 동물 집단 플레이리스트입니다.	0
프랑스 령 폴리네시아 일기 예보를 보여주세요	2
book Guenther House for 6 on Oct. 24, 2035 in Waddy	1
Find the schedule for films at night at Great Escape Theatres.	6
What will the weather be in Tajikistan on Dec. twentieth?	2
주변에서 상영중인 애니메이션 영화	6
Starship Troopers 2의 타이밍은 어떻게 되나요?	6
나는 현재의 무용담 0 점과 최고 평점 6 점을 평가한다	4
ArcLight Hollywood의 영화 일정을 찾아보세요.	6
중국 위키 백과가 있습니까	5
American Education : The National Experience의 예고편을 보여주세요.	5
What is the Michael Moore Is a Big Fat Stupid White Man video game?	5
book me top-rated restaurant for 9 members for midnight at Fair Bluff RI	1
오늘 튀니지에서 바람이 불까요?	2
when can i see A Handful of Dust in a movie theatre	6
디스코 열풍 재생 목록에이 아티스트 추가	0
please add this album to the playlist titled Hip Hop 2017 New School	0
Can you play Maggie Mae on Netflix	3
Douglas Theatre Company에서 영화 일정을 찾아보세요.	6
생각 찾기 : 행동	5
게스트 목록 TaKe에 크로스 본 스타일 추가	0
1 인 파티를 위해 West Odessa의 Chapter One 예약이 필요합니다.	1
Itunes에서 Kunal Ganjawala의 보드카 노래 재생	3
Pandora에서 Donald Rubinstein 재생	3
Deezer에서 Crucifixion을 플레이하세요.	3
Book me a bar that's highly rated for georgia and I in Burkina	1
Give me a list of films at AMC Theatres	6
Can I hear a symphony from the seventies on Youtube?	3
이 소설은 5 점, 최고 평점은 6 점입니다.	4
Play any album from the twenties	3
Wakarusa의 날씨는 어떻습니까	2
큐라 소에서 높은 등급의 바를 예약하세요	1
I am rating this book titled A History of Warfare under the war series 1 out of 6 stars	4
해당 지역의 애니메이션 영화 일정을 찾으십시오.	6
이 현재 교과서에 별 다섯 개를 줘	4
근처에서 상영되는 영화의 영화 스케줄을 보여주세요.	6
Hank Ballard의 Addicted To You 재생	3
Over the Edge a 3 등급	4
put this track on operación bikini	0
Find the schedule for The Devil Diamond at a movie theatre.	6
이 아티스트를 추가하여 숙면을 취하세요.	0
내 K-Pop의 여성 목록에 가석방이없는 기록 추가	0
I need to find a restaurant for ten people at twelve am in Liechtenstein.	1
메르 루즈와 팔레스타인의 일기 예보가 어때	2
Johnny Wakelin을 내 té para tres lis에 올려	0
find Seduced by Madness, a trailer	5
The Bishop a 1을 평가하세요.	4
What's the weather forecast for Hooven, Lithuania on National Grandparents Day?	2
내 현재 장소의 일기 예보를 알려줘	2
Christina Schollin Lastfm을 플레이하고 싶어	3
동네에서 23 시간 후에 영화를보고 싶어요	6
What are the showtimes for Boy of Mine	6
I want to add Kool Keith to my chill out dinner playlist	0
Natasja의 deezer top 20 재생	3
4 월 21 일에 카자흐스탄의 높은 평가를 받고 멀리 떨어진 카페에서 2 인 예약하세요	1
What are the movie schedules	6
Hesston NC의 새 레스토랑 예약 찾기	1
저와 전 남편을 위해 MP로 푸드 트럭을 예약하세요.	1
Lastfm을 사용하여 Leigh Nash의 멜로디 재생	3
2016 년 노래 틀어 줘	3
Saison 7 de How I Met Your Mother 쇼 찾기	5
book a bar in San Marino for five	1
Add Nicole Mitchell to my Soul Revived list	0
Last Fm에서 Sam The Kid의 1998 년 사운드 트랙 재생	3
What time is AMC Theaters playing Unnikrishnante Adyathe Christmas	6
His Kind of Woman의 현재 상영 시간을보고 싶습니다	6
Top Pot Donuts에서 16 시간 만에 5 인 테이블 예약	1
루이지애나 주 일기 예보를 알려주세요	2
높은 평점을받은 펍에서 6 인 예약 예약	1
What's the weather going to be like in Fort Point, San Francisco tomorrow?	2
피니 지 늪 자연 공원에서 안개가 낀가요?	2
Mackville의 Rimsky-Korsakoffee House 숙소 예약	1
앙골라에서 2030 년 4 월 19 일에 비가 올지 알려주세요	2
이 책 시리즈 평가 6 점 만점에 0 점	4
add nour mhanna to workday lounge	0
I want Sugarfoot	5
말레이시아 웨스트 유니온은 더울까요?	2
Can you give me the movie schedules at Mann Theatres?	6
Add janie jones to my Indie Pop	0
Will it be hotter in Conception Junction, Moldova?	2
애니메이션 영화를 상영하는 가장 가까운 영화관은 어디인가요?	6
what animated movies are at Cobb Theatres	6
나는 The Door to December 3 포인트와 최고 평점 6 점을 평가할 것입니다.	4
Carry You Home이라는 작품을 찾고 있습니다.	5
Play some 50 Shades of Love	3
Add tune to infinite indie folk	0
rat the current textbook a two out of 6 points	4
Will there be sun at four PM at Runkaus Strict Nature Reserve	2
영화 배 찾기	6
add dwele to marguerite's eurovision 2016 playlist	0
Lastfm에서 Ruwanga Samath의 상위 20 개 챈트 재생	3
Will it be warmer 1 minute from now at Farmington Canal State Park Trail	2
Rate this novel a two	4
이 소설에 제로를주고 싶어	4
Play me a 2015 soundtrack on Netflix	3
높은 평점을받은 레스토랑을 예약 해주세요.	1
clásicos del hip hop español에 곡 추가	0
add track to my global top 50 	0
Give the current album a five.	4
Bow Tie Cinemas의 영화 시간은 언제입니까?	6
Is it hot in Bolivia	2
9 월 2 일 가봉에서 5 인용 테이블을 예약합니다.	1
균형 및 타이밍 책 찾기	5
홍콩의 taverna에서 나를 위해 예약 해줘	1
Trapeo 재생 목록에 misato watanabe의 곡 추가	0
Need the closest movie house playing The Flamingo Rising	6
I need some Hardcore Hip Hop	3
Beyonders : A World Without Heroes 시리즈 별 6 개 중 1 개 평가	4
Show me movie times for one minute from now	6
7시에 체코 술집에 테이블이 필요해	1
Can you add some disco to my playlist called Genuine R&B	0
Kerasotes 극장 영화 일정 찾기	6
what is the forecast for Niger	2
Find the schedule for Fear Chamber.	6
Play the heinz strobl ep from 2016 on Groove Shark	3
Is The Butcher Boy playing anywhere at supper time?	6
is One Night Surprise at the cinema	6
Play teri meri by Josh White	3
Give me movie times	6
40 대부터 챈트를 연주 할 수 있나요?	3
Find movie schedules.	6
I think this textbook should be rated 5 points	4
2036 년 4 월 4 일 러시아의 한 장소에서 5 인용 테이블을 원합니다	1
play Innovations by Kokia	3
가장 가까운 영화관에서 영화를 보여줘	6
I need to reserve a seat for one in SD at a brasserie restaurant.  	1
Weather for James M. Robb – Colorado River State Park	2
This Is Alejandro Fernández 재생 목록에 아이스크림 때 추가	0
골드 에디션 재생 목록에 트랙 추가	0
Will it get hotter far away in Afghanistan?	2
캐나다에서 지금부터 10 분 후 날씨는 어떻습니까?	2
멕시코의 한 카페테리아에서 치킨 핑거를 얻으려면 5 인용 테이블을 예약하세요.	1
현재 교과서를 별표 1 개로 평가	4
미주리시 SC의 습도는 무엇입니까	2
Macy의 날씨는 어떻습니까?	2
City of Angels 경기는 언제인가요?	5
The Gun 사운드 트랙 찾아보기	5
Riceboro Delaware에서 1 초 만에 우박할까요?	2
find the album The Peace-Maker	5
The Day of the Beast가 오후 3시에 상영됩니까?	6
4 인 파티를 위해 Allison의 The Oriel을 예약하세요.	1
book a spot at a tsipouro restaurant in Connecticut	1
Death Nurse는 몇시에 보여줍니다	6
what is the forecast in Texas	2
Shirley Horn의 앨범에서 노래를 재생할 수 있습니까?	3
Find the Sarah the Teen Princess game	5
Play playlist riveting 	3
그림을 찾아보십시오 생태 연구의 발전	5
Tell me the weather forecast for Inniswold, Réunion	2
사진은 어디에서 볼 수 있습니까?	5
Come Sing이라는 이름의 작품 찾기	5
가장 가까운 영화관에있는 애니메이션 영화	6
Rate the current chronicle a one	4
